,,10.7093077,10.7358811,10.730539,10.7144111,10.7236909,10.7227476,10.7235918,10.712627,10.6895625,10.6916718,10.7128093,10.7040588,10.7144145,10.7077107,10.7178355,10.7098267,10.7041508,10.6954823,10.721088,10.8110331,10.7209901,10.6945625,10.6915292,10.7277893,10.7094125,10.7126256,10.7391121,10.6927056,10.7298042,10.8051708,10.687975,10.6996438,10.6429942,10.6647956,10.7000889,10.8157593,10.7435986,10.6920806,10.6917779,10.787695,10.8148267,10.684929,10.778148,10.8178159,10.8173047,10.6717186,10.7080713,10.6633478,10.7047081,10.6773233,10.6970195,10.7621869,10.6846214,10.6639566,10.8150401,10.7268477,10.687302,10.658456,10.6850015,10.776238,10.7085197,10.7302935,10.6855984,10.7277018,10.8126425,10.779058,10.8044046,10.774938,10.8311602,10.7121446,10.7448045
,x2 values,106.6435334,106.6896695,106.6892046,106.6627174,106.6878059,106.6830242,106.6626694,106.6512425,106.5859375,106.6431995,106.6459963,106.653692,106.6497007,106.6525372,106.6378793,106.641856,106.645571,106.6162556,106.581984,106.5752576,106.662461,106.6491406,106.6438673,106.6870751,106.5789844,106.6458628,106.6913443,106.595406,106.6557727,106.5657768,106.6532359,106.5975298,106.6380088,106.6510858,106.6540982,106.5812522,106.5421959,106.5959176,106.5748024,106.517138,106.5806671,106.6517937,106.5369576,106.5844965,106.5813876,106.5783309,106.5986219,106.5678811,106.6549196,106.6192178,106.5799165,106.5712433,106.5924179,106.5683499,106.5854052,106.6787172,106.593596,106.687339,106.5925527,106.5729943,106.6554431,106.689552,106.598377,106.680684,106.5741715,106.5729896,106.5782926,106.543063,106.5731072,106.5528475,106.5396327
10.6834427,106.5523732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.6698618,106.6138179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.6613987,106.5665787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7260279,106.6891366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7528125,106.4808281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.6839375,106.6437344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.6578891,106.6088437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.774254,106.5444472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7850134,106.5226006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
10.6985171,106.6430871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10.7093077,10.7358811,10.730539,10.7144111,10.7236909,10.7227476,10.7235918,10.712627,10.6895625,10.6916718,10.7128093,10.7040588,10.7144145,10.7077107,10.7178355,10.7098267,10.7041508,10.6954823,10.721088,10.8110331,10.7209901,10.6945625,10.6915292,10.7277893,10.7094125,10.7126256,10.7391121,10.6927056,10.7298042,10.8051708,10.687975,10.6996438,10.6429942,10.6647956,10.7000889,10.8157593,10.7435986,10.6920806,10.6917779,10.787695,10.8148267,10.684929,10.778148,10.8178159,10.8173047,10.6717186,10.7080713,10.6633478,10.7047081,10.6773233,10.6970195,10.7621869,10.6846214,10.6639566,10.8150401,10.7268477,10.687302,10.658456,10.6850015,10.776238,10.7085197,10.7302935,10.6855984,10.7277018,10.8126425,10.779058,10.8044046,10.774938,10.8311602,10.7121446,10.7448045
,x3 values,106.6435334,106.6896695,106.6892046,106.6627174,106.6878059,106.6830242,106.6626694,106.6512425,106.5859375,106.6431995,106.6459963,106.653692,106.6497007,106.6525372,106.6378793,106.641856,106.645571,106.6162556,106.581984,106.5752576,106.662461,106.6491406,106.6438673,106.6870751,106.5789844,106.6458628,106.6913443,106.595406,106.6557727,106.5657768,106.6532359,106.5975298,106.6380088,106.6510858,106.6540982,106.5812522,106.5421959,106.5959176,106.5748024,106.517138,106.5806671,106.6517937,106.5369576,106.5844965,106.5813876,106.5783309,106.5986219,106.5678811,106.6549196,106.6192178,106.5799165,106.5712433,106.5924179,106.5683499,106.5854052,106.6787172,106.593596,106.687339,106.5925527,106.5729943,106.6554431,106.689552,106.598377,106.680684,106.5741715,106.5729896,106.5782926,106.543063,106.5731072,106.5528475,106.5396327
10.6834427,106.5523732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.6698618,106.6138179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.6613987,106.5665787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7260279,106.6891366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7528125,106.4808281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.6839375,106.6437344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.6578891,106.6088437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.774254,106.5444472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7850134,106.5226006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
10.6985171,106.6430871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0