,,10.8116783,10.810164,10.8094816,10.8097417,10.8054963,10.7982149,10.7966292,10.7989499,10.8112906,10.8091479,10.8114327,10.7970122,10.7975509,10.799559,10.7990057,10.803367,10.7991771,10.8000854,10.7992648,10.7999525
,x2 values,106.6765098,106.6779042,106.6719917,106.673989,106.6853663,106.6725274,106.6734626,106.682925,106.6798355,106.6726964,106.6786028,106.6736896,106.6736994,106.6849978,106.6798817,106.6886714,106.6691873,106.6800847,106.6895581,106.6685999
10.7988458,106.681796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8013269,106.6837106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8017129,106.6820152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8094573,106.6787563,0,0,6,6,0,3,0,0,0,6,0,0,0,0,0,0,6,0,0,6
10.803868,106.684734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8036407,106.6862185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7979253,106.6744957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8001627,106.6779123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.795661,106.6724344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7922865,106.6729311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10.8116783,10.810164,10.8094816,10.8097417,10.8054963,10.7982149,10.7966292,10.7989499,10.8112906,10.8091479,10.8114327,10.7970122,10.7975509,10.799559,10.7990057,10.803367,10.7991771,10.8000854,10.7992648,10.7999525
,x3 values,106.6765098,106.6779042,106.6719917,106.673989,106.6853663,106.6725274,106.6734626,106.682925,106.6798355,106.6726964,106.6786028,106.6736896,106.6736994,106.6849978,106.6798817,106.6886714,106.6691873,106.6800847,106.6895581,106.6685999
10.7988458,106.681796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8013269,106.6837106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8017129,106.6820152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8094573,106.6787563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10.803868,106.684734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8036407,106.6862185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7979253,106.6744957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8001627,106.6779123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.795661,106.6724344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7922865,106.6729311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0